GO_Accession	GO_term_name	GO domain	P-value	Number	Size	Gene_transcript_ID	Gene_symbol
GO:0043125	ErbB-3 class receptor binding	molecular_function	0.000106716	2	2	"ENSAPLT00000004972, ENSAPLT00000014626"	"PIK3R1, NRG1"
GO:0007341	penetration of zona pellucida	biological_process	0.000317963	2	3	"ENSAPLT00000008208, ENSAPLT00000016879"	"HEXB, B4GALT1"
GO:0016203	muscle attachment	biological_process	0.000317963	2	3	"ENSAPLT00000004750, ENSAPLT00000004742"	"UTRN, UTRN"
GO:0007157	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	biological_process	0.00036554	3	14	"ENSAPLT00000014450, ENSAPLT00000004419, ENSAPLT00000010518"	"CDH4, CDH2, NLGN1"
GO:0045202	synapse	cellular_component	0.000470148	7	133	"ENSAPLT00000004742, ENSAPLT00000004177, ENSAPLT00000001122, ENSAPLT00000004419, ENSAPLT00000014626, ENSAPLT00000012651, ENSAPLT00000004358"	"UTRN, GRIK1, NMNAT2, CDH2, NRG1, GRIA4, unknow"
GO:0042582	azurophil granule	cellular_component	0.000631589	2	4	"ENSAPLT00000009446, ENSAPLT00000008208"	"STX7, HEXB"
GO:2000809	positive regulation of synaptic vesicle clustering	biological_process	0.000631589	2	4	"ENSAPLT00000004419, ENSAPLT00000010518"	"CDH2, NLGN1"
GO:0007416	synapse assembly	biological_process	0.000667453	3	17	"ENSAPLT00000016920, ENSAPLT00000014626, ENSAPLT00000010518"	"unknow, NRG1, NLGN1"
GO:0016339	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules	biological_process	0.001045478	2	5	"ENSAPLT00000002582, ENSAPLT00000004419"	"CDH13, CDH2"
GO:0036092	phosphatidylinositol-3-phosphate biosynthetic process	biological_process	0.001557542	2	6	"ENSAPLT00000013314, ENSAPLT00000013313"	"PIK3C3, PIK3C3"
GO:0016303	1-phosphatidylinositol-3-kinase activity	molecular_function	0.002165728	2	7	"ENSAPLT00000013314, ENSAPLT00000013313"	"PIK3C3, PIK3C3"
GO:0001953	negative regulation of cell-matrix adhesion	biological_process	0.003662407	2	9	"ENSAPLT00000005027, ENSAPLT00000004972"	"ACER2, PIK3R1"
GO:0002162	dystroglycan binding	molecular_function	0.003662407	2	9	"ENSAPLT00000004750, ENSAPLT00000004742"	"UTRN, UTRN"
GO:0007155	cell adhesion	biological_process	0.004236819	7	195	"ENSAPLT00000014450, ENSAPLT00000002582, ENSAPLT00000014337, ENSAPLT00000003443, ENSAPLT00000004419, ENSAPLT00000010518, ENSAPLT00000016879"	"CDH4, CDH13, MPDZ, LAMC1, CDH2, NLGN1, B4GALT1"
GO:0008209	androgen metabolic process	biological_process	0.004546949	2	10	"ENSAPLT00000007995, ENSAPLT00000010437"	"CYP19A1, HSD17B4"
GO:0043616	keratinocyte proliferation	biological_process	0.004546949	2	10	"ENSAPLT00000002582, ENSAPLT00000013331"	"CDH13, PTCH1"
GO:0000149	SNARE binding	molecular_function	0.005519708	2	11	"ENSAPLT00000009446, ENSAPLT00000004358"	"STX7, unknow"
GO:0031996	thioesterase binding	molecular_function	0.005519708	2	11	"ENSAPLT00000002043, ENSAPLT00000012446"	"ADRA2A, TRAF3"
GO:0005886	plasma membrane	cellular_component	0.005722891	21	1117	"ENSAPLT00000013011, ENSAPLT00000014450, ENSAPLT00000004742, ENSAPLT00000004177, ENSAPLT00000002043, ENSAPLT00000014497, ENSAPLT00000009446, ENSAPLT00000002582, ENSAPLT00000001486, ENSAPLT00000012703, ENSAPLT00000001739, ENSAPLT00000002033, ENSAPLT00000004419, ENSAPLT00000011999, ENSAPLT00000010589, ENSAPLT00000014626, ENSAPLT00000015781, ENSAPLT00000016879, ENSAPLT00000012651, ENSAPLT00000013331, ENSAPLT00000004358"	"PDGFC, CDH4, UTRN, GRIK1, ADRA2A, GRM8, STX7, CDH13, MC4R, CLDN10, TNFAIP8L3, FAM84B, CDH2, MRAP2, PLEKHH2, NRG1, ITPR2, B4GALT1, GRIA4, PTCH1, unknow"
GO:0010001	glial cell differentiation	biological_process	0.006578784	2	12	"ENSAPLT00000004419, ENSAPLT00000014626"	"CDH2, NRG1"
GO:0019933	cAMP-mediated signaling	biological_process	0.006578784	2	12	"ENSAPLT00000014912, ENSAPLT00000016981"	"NDUFS4, DGKQ"
GO:0061025	membrane fusion	biological_process	0.006578784	2	12	"ENSAPLT00000009446, ENSAPLT00000004358"	"STX7, unknow"
GO:0042593	glucose homeostasis	biological_process	0.006945924	4	73	"ENSAPLT00000005055, ENSAPLT00000002043, ENSAPLT00000013331, ENSAPLT00000001205"	"RPS6, ADRA2A, PTCH1, RMI1"
GO:0045773	positive regulation of axon extension	biological_process	0.007722307	2	13	"ENSAPLT00000014450, ENSAPLT00000014626"	"CDH4, NRG1"
GO:0005770	late endosome	cellular_component	0.008366045	4	77	"ENSAPLT00000003157, ENSAPLT00000009446, ENSAPLT00000013313, ENSAPLT00000001122"	"M6PR, STX7, PIK3C3, NMNAT2"
GO:0001954	positive regulation of cell-matrix adhesion	biological_process	0.008948435	2	14	"ENSAPLT00000004742, ENSAPLT00000002582"	"UTRN, CDH13"
GO:0007631	feeding behavior	biological_process	0.008948435	2	14	"ENSAPLT00000001486, ENSAPLT00000011999"	"MC4R, MRAP2"
GO:0009790	embryo development	biological_process	0.010255355	2	15	"ENSAPLT00000013011, ENSAPLT00000014626"	"PDGFC, NRG1"
GO:0000323	lytic vacuole	cellular_component	0.010362031	1	1	ENSAPLT00000003157	M6PR
GO:0002001	renin secretion into blood stream	biological_process	0.010362031	1	1	ENSAPLT00000015651	PCSK5
GO:0003945	N-acetyllactosamine synthase activity	molecular_function	0.010362031	1	1	ENSAPLT00000016879	B4GALT1
GO:0004461	lactose synthase activity	molecular_function	0.010362031	1	1	ENSAPLT00000016879	B4GALT1
GO:0005176	ErbB-2 class receptor binding	molecular_function	0.010362031	1	1	ENSAPLT00000014626	NRG1
GO:0005989	lactose biosynthetic process	biological_process	0.010362031	1	1	ENSAPLT00000016879	B4GALT1
GO:0006047	UDP-N-acetylglucosamine metabolic process	biological_process	0.010362031	1	1	ENSAPLT00000005827	GNE
GO:0008049	male courtship behavior	biological_process	0.010362031	1	1	ENSAPLT00000008208	HEXB
GO:0008967	phosphoglycolate phosphatase activity	molecular_function	0.010362031	1	1	ENSAPLT00000016305	APTX
GO:0010157	response to chlorate	biological_process	0.010362031	1	1	ENSAPLT00000013331	PTCH1
GO:0010841	"positive regulation of circadian sleep/wake cycle, wakefulness"	biological_process	0.010362031	1	1	ENSAPLT00000010518	NLGN1
GO:0015578	mannose transmembrane transporter activity	molecular_function	0.010362031	1	1	ENSAPLT00000003157	M6PR
GO:0015761	mannose transport	biological_process	0.010362031	1	1	ENSAPLT00000003157	M6PR
GO:0016768	spermine synthase activity	molecular_function	0.010362031	1	1	ENSAPLT00000013716	SMS
GO:0030112	glycocalyx	cellular_component	0.010362031	1	1	ENSAPLT00000016879	B4GALT1
GO:0030729	acetoacetate-CoA ligase activity	molecular_function	0.010362031	1	1	ENSAPLT00000010347	AACS
GO:0031323	regulation of cellular metabolic process	biological_process	0.010362031	1	1	ENSAPLT00000008208	HEXB
GO:0031696	alpha-2C adrenergic receptor binding	molecular_function	0.010362031	1	1	ENSAPLT00000002043	ADRA2A
GO:0031780	corticotropin hormone receptor binding	molecular_function	0.010362031	1	1	ENSAPLT00000011999	MRAP2
GO:0031781	type 3 melanocortin receptor binding	molecular_function	0.010362031	1	1	ENSAPLT00000011999	MRAP2
GO:0031782	type 4 melanocortin receptor binding	molecular_function	0.010362031	1	1	ENSAPLT00000011999	MRAP2
GO:0031783	type 5 melanocortin receptor binding	molecular_function	0.010362031	1	1	ENSAPLT00000011999	MRAP2
GO:0033688	regulation of osteoblast proliferation	biological_process	0.010362031	1	1	ENSAPLT00000016720	NPR3
GO:0033781	cholesterol 24-hydroxylase activity	molecular_function	0.010362031	1	1	ENSAPLT00000004984	CYP46A1
GO:0036111	very long-chain fatty-acyl-CoA metabolic process	biological_process	0.010362031	1	1	ENSAPLT00000010437	HSD17B4
GO:0036112	medium-chain fatty-acyl-CoA metabolic process	biological_process	0.010362031	1	1	ENSAPLT00000010437	HSD17B4
GO:0042089	cytokine biosynthetic process	biological_process	0.010362031	1	1	ENSAPLT00000015651	PCSK5
GO:0043624	cellular protein complex disassembly	biological_process	0.010362031	1	1	ENSAPLT00000014626	NRG1
GO:0044594	17-beta-hydroxysteroid dehydrogenase (NAD+) activity	molecular_function	0.010362031	1	1	ENSAPLT00000010437	HSD17B4
GO:0045136	development of secondary sexual characteristics	biological_process	0.010362031	1	1	ENSAPLT00000016879	B4GALT1
GO:0046403	polynucleotide 3-phosphatase activity	molecular_function	0.010362031	1	1	ENSAPLT00000016305	APTX
GO:0048789	cytoskeletal matrix organization at active zone	biological_process	0.010362031	1	1	ENSAPLT00000010518	NLGN1
GO:0051531	NFAT protein import into nucleus	biological_process	0.010362031	1	1	ENSAPLT00000004972	PIK3R1
GO:0051640	organelle localization	biological_process	0.010362031	1	1	ENSAPLT00000009446	STX7
GO:0070925	organelle assembly	biological_process	0.010362031	1	1	ENSAPLT00000009446	STX7
GO:0070996	type 1 melanocortin receptor binding	molecular_function	0.010362031	1	1	ENSAPLT00000011999	MRAP2
GO:0071881	adenylate cyclase-inhibiting adrenergic receptor signaling pathway	biological_process	0.010362031	1	1	ENSAPLT00000002043	ADRA2A
GO:0071882	phospholipase C-activating adrenergic receptor signaling pathway	biological_process	0.010362031	1	1	ENSAPLT00000002043	ADRA2A
GO:0072553	terminal button organization	biological_process	0.010362031	1	1	ENSAPLT00000010518	NLGN1
GO:0097091	synaptic vesicle clustering	biological_process	0.010362031	1	1	ENSAPLT00000010518	NLGN1
GO:0097113	AMPA glutamate receptor clustering	biological_process	0.010362031	1	1	ENSAPLT00000010518	NLGN1
GO:0097115	neurexin clustering involved in presynaptic membrane assembly	biological_process	0.010362031	1	1	ENSAPLT00000010518	NLGN1
GO:0098506	polynucleotide 3 dephosphorylation	biological_process	0.010362031	1	1	ENSAPLT00000016305	APTX
GO:1902204	positive regulation of hepatocyte growth factor receptor signaling pathway	biological_process	0.010362031	1	1	ENSAPLT00000004853	ESM1
GO:1902685	positive regulation of receptor localization to synapse	biological_process	0.010362031	1	1	ENSAPLT00000009446	STX7
GO:1902897	regulation of postsynaptic density protein 95 clustering	biological_process	0.010362031	1	1	ENSAPLT00000004419	CDH2
GO:1903141	negative regulation of establishment of endothelial barrier	biological_process	0.010362031	1	1	ENSAPLT00000000811	S1PR3
GO:1990578	perinuclear endoplasmic reticulum membrane	cellular_component	0.010362031	1	1	ENSAPLT00000004972	PIK3R1
GO:2000302	positive regulation of synaptic vesicle exocytosis	biological_process	0.010362031	1	1	ENSAPLT00000010518	NLGN1
GO:0016773	"phosphotransferase activity, alcohol group as acceptor"	molecular_function	0.01127173	3	45	"ENSAPLT00000013314, ENSAPLT00000005827, ENSAPLT00000013313"	"PIK3C3, GNE, PIK3C3"
GO:0019903	protein phosphatase binding	molecular_function	0.01127173	3	45	"ENSAPLT00000004972, ENSAPLT00000012446, ENSAPLT00000004419"	"PIK3R1, TRAF3, CDH2"
GO:0016567	protein ubiquitination	biological_process	0.012862393	5	134	"ENSAPLT00000011920, ENSAPLT00000002046, ENSAPLT00000012446, ENSAPLT00000008874, ENSAPLT00000001020"	"FBXO4, AREL1, TRAF3, unknow, ENC1"
GO:0005234	extracellular-glutamate-gated ion channel activity	molecular_function	0.013104459	2	17	"ENSAPLT00000004177, ENSAPLT00000012651"	"GRIK1, GRIA4"
GO:0004970	ionotropic glutamate receptor activity	molecular_function	0.014643157	2	18	"ENSAPLT00000004177, ENSAPLT00000012651"	"GRIK1, GRIA4"
GO:0007162	negative regulation of cell adhesion	biological_process	0.014643157	2	18	"ENSAPLT00000004972, ENSAPLT00000002582"	"PIK3R1, CDH13"
GO:0035235	ionotropic glutamate receptor signaling pathway	biological_process	0.014643157	2	18	"ENSAPLT00000004177, ENSAPLT00000012651"	"GRIK1, GRIA4"
GO:0002040	sprouting angiogenesis	biological_process	0.016255674	2	19	"ENSAPLT00000002582, ENSAPLT00000004853"	"CDH13, ESM1"
GO:0030864	cortical actin cytoskeleton	cellular_component	0.016255674	2	19	"ENSAPLT00000004419, ENSAPLT00000010589"	"CDH2, PLEKHH2"
GO:0005178	integrin binding	molecular_function	0.017526152	3	53	"ENSAPLT00000004742, ENSAPLT00000000811, ENSAPLT00000004853"	"UTRN, S1PR3, ESM1"
GO:0005975	carbohydrate metabolic process	biological_process	0.017546081	5	145	"ENSAPLT00000005593, ENSAPLT00000005827, ENSAPLT00000008208, ENSAPLT00000016377, ENSAPLT00000016879"	"HHIPL1, GNE, HEXB, unknow, B4GALT1"
GO:0001642	group III metabotropic glutamate receptor activity	molecular_function	0.020617347	1	2	ENSAPLT00000014497	GRM8
GO:0002023	reduction of food intake in response to dietary excess	biological_process	0.020617347	1	2	ENSAPLT00000001205	RMI1
GO:0002090	regulation of receptor internalization	biological_process	0.020617347	1	2	ENSAPLT00000007500	SH3GL2
GO:0002158	osteoclast proliferation	biological_process	0.020617347	1	2	ENSAPLT00000016720	NPR3
GO:0004329	formate-tetrahydrofolate ligase activity	molecular_function	0.020617347	1	2	ENSAPLT00000010984	MTHFD1L
GO:0004515	nicotinate-nucleotide adenylyltransferase activity	molecular_function	0.020617347	1	2	ENSAPLT00000001122	NMNAT2
GO:0004865	protein serine/threonine phosphatase inhibitor activity	molecular_function	0.020617347	1	2	ENSAPLT00000010356	PPP1R14C
GO:0005113	patched binding	molecular_function	0.020617347	1	2	ENSAPLT00000013331	PTCH1
GO:0005119	smoothened binding	molecular_function	0.020617347	1	2	ENSAPLT00000013331	PTCH1
GO:0005171	hepatocyte growth factor receptor binding	molecular_function	0.020617347	1	2	ENSAPLT00000004853	ESM1
GO:0006597	spermine biosynthetic process	biological_process	0.020617347	1	2	ENSAPLT00000013716	SMS
GO:0007600	sensory perception	biological_process	0.020617347	1	2	ENSAPLT00000000848	NXNL2
GO:0014054	positive regulation of gamma-aminobutyric acid secretion	biological_process	0.020617347	1	2	ENSAPLT00000004177	GRIK1
GO:0015672	monovalent inorganic cation transport	biological_process	0.020617347	1	2	ENSAPLT00000013611	TMEM38B
GO:0016941	natriuretic peptide receptor activity	molecular_function	0.020617347	1	2	ENSAPLT00000016720	NPR3
GO:0019058	viral life cycle	biological_process	0.020617347	1	2	ENSAPLT00000015651	PCSK5
GO:0021781	glial cell fate commitment	biological_process	0.020617347	1	2	ENSAPLT00000014626	NRG1
GO:0021842	chemorepulsion involved in interneuron migration from the subpallium to the cortex	biological_process	0.020617347	1	2	ENSAPLT00000014626	NRG1
GO:0021997	neural plate axis specification	biological_process	0.020617347	1	2	ENSAPLT00000013331	PTCH1
GO:0031581	hemidesmosome assembly	biological_process	0.020617347	1	2	ENSAPLT00000003443	LAMC1
GO:0032510	endosome to lysosome transport via multivesicular body sorting pathway	biological_process	0.020617347	1	2	ENSAPLT00000006672	LYST
GO:0032648	regulation of interferon-beta production	biological_process	0.020617347	1	2	ENSAPLT00000012446	TRAF3
GO:0032795	heterotrimeric G-protein binding	molecular_function	0.020617347	1	2	ENSAPLT00000002043	ADRA2A
GO:0033299	secretion of lysosomal enzymes	biological_process	0.020617347	1	2	ENSAPLT00000006672	LYST
GO:0033364	mast cell secretory granule organization	biological_process	0.020617347	1	2	ENSAPLT00000006672	LYST
GO:0033699	DNA 5-adenosine monophosphate hydrolase activity	molecular_function	0.020617347	1	2	ENSAPLT00000016305	APTX
GO:0035250	UDP-galactosyltransferase activity	molecular_function	0.020617347	1	2	ENSAPLT00000016879	B4GALT1
GO:0042923	neuropeptide binding	molecular_function	0.020617347	1	2	ENSAPLT00000001486	MC4R
GO:0043259	laminin-10 complex	cellular_component	0.020617347	1	2	ENSAPLT00000003443	LAMC1
GO:0043615	astrocyte cell migration	biological_process	0.020617347	1	2	ENSAPLT00000008208	HEXB
GO:0048017	inositol lipid-mediated signaling	biological_process	0.020617347	1	2	ENSAPLT00000001739	TNFAIP8L3
GO:0048753	pigment granule organization	biological_process	0.020617347	1	2	ENSAPLT00000006672	LYST
GO:0051048	negative regulation of secretion	biological_process	0.020617347	1	2	ENSAPLT00000014626	NRG1
GO:0051270	regulation of cellular component movement	biological_process	0.020617347	1	2	ENSAPLT00000016879	B4GALT1
GO:0051379	epinephrine binding	molecular_function	0.020617347	1	2	ENSAPLT00000002043	ADRA2A
GO:0051591	response to cAMP	biological_process	0.020617347	1	2	ENSAPLT00000014912	NDUFS4
GO:0051668	localization within membrane	biological_process	0.020617347	1	2	ENSAPLT00000002582	CDH13
GO:0055096	low-density lipoprotein particle mediated signaling	biological_process	0.020617347	1	2	ENSAPLT00000002582	CDH13
GO:0060627	regulation of vesicle-mediated transport	biological_process	0.020617347	1	2	ENSAPLT00000004358	unknow
GO:0061005	cell differentiation involved in kidney development	biological_process	0.020617347	1	2	ENSAPLT00000013331	PTCH1
GO:0070330	aromatase activity	molecular_function	0.020617347	1	2	ENSAPLT00000007995	CYP19A1
GO:0071633	dihydroceramidase activity	molecular_function	0.020617347	1	2	ENSAPLT00000005027	ACER2
GO:0071883	activation of MAPK activity by adrenergic receptor signaling pathway	biological_process	0.020617347	1	2	ENSAPLT00000002043	ADRA2A
GO:0072203	cell proliferation involved in metanephros development	biological_process	0.020617347	1	2	ENSAPLT00000013331	PTCH1
GO:0090285	negative regulation of protein glycosylation in Golgi	biological_process	0.020617347	1	2	ENSAPLT00000005027	ACER2
GO:0097108	hedgehog family protein binding	molecular_function	0.020617347	1	2	ENSAPLT00000013331	PTCH1
GO:1900244	positive regulation of synaptic vesicle endocytosis	biological_process	0.020617347	1	2	ENSAPLT00000010518	NLGN1
GO:0048015	phosphatidylinositol-mediated signaling	biological_process	0.021519517	2	22	"ENSAPLT00000013314, ENSAPLT00000013313"	"PIK3C3, PIK3C3"
GO:0035108	limb morphogenesis	biological_process	0.023410819	2	23	"ENSAPLT00000015651, ENSAPLT00000013331"	"PCSK5, PTCH1"
GO:0030819	positive regulation of cAMP biosynthetic process	biological_process	0.025367824	2	24	"ENSAPLT00000001486, ENSAPLT00000011999"	"MC4R, MRAP2"
GO:0005104	fibroblast growth factor receptor binding	molecular_function	0.027388985	2	25	"ENSAPLT00000003084, ENSAPLT00000004392"	"FGF6, FGF19"
GO:0046854	phosphatidylinositol phosphorylation	biological_process	0.02947278	2	26	"ENSAPLT00000013314, ENSAPLT00000013313"	"PIK3C3, PIK3C3"
GO:0000138	Golgi trans cisterna	cellular_component	0.030767039	1	3	ENSAPLT00000016879	B4GALT1
GO:0000320	re-entry into mitotic cell cycle	biological_process	0.030767039	1	3	ENSAPLT00000003905	CCND1
GO:0000322	storage vacuole	cellular_component	0.030767039	1	3	ENSAPLT00000004358	unknow
GO:0002526	acute inflammatory response	biological_process	0.030767039	1	3	ENSAPLT00000016879	B4GALT1
GO:0002677	negative regulation of chronic inflammatory response	biological_process	0.030767039	1	3	ENSAPLT00000007995	CYP19A1
GO:0003831	"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase activity"	molecular_function	0.030767039	1	3	ENSAPLT00000016879	B4GALT1
GO:0003872	6-phosphofructokinase activity	molecular_function	0.030767039	1	3	ENSAPLT00000013324	PFKP
GO:0004563	beta-N-acetylhexosaminidase activity	molecular_function	0.030767039	1	3	ENSAPLT00000008208	HEXB
GO:0004938	alpha2-adrenergic receptor activity	molecular_function	0.030767039	1	3	ENSAPLT00000002043	ADRA2A
GO:0004971	AMPA glutamate receptor activity	molecular_function	0.030767039	1	3	ENSAPLT00000012651	GRIA4
GO:0004980	melanocyte-stimulating hormone receptor activity	molecular_function	0.030767039	1	3	ENSAPLT00000001486	MC4R
GO:0005220	"inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity"	molecular_function	0.030767039	1	3	ENSAPLT00000015781	ITPR2
GO:0005610	laminin-5 complex	cellular_component	0.030767039	1	3	ENSAPLT00000002593	LAMC2
GO:0008063	Toll signaling pathway	biological_process	0.030767039	1	3	ENSAPLT00000012446	TRAF3
GO:0008526	phosphatidylinositol transporter activity	molecular_function	0.030767039	1	3	ENSAPLT00000001739	TNFAIP8L3
GO:0009957	epidermal cell fate specification	biological_process	0.030767039	1	3	ENSAPLT00000013331	PTCH1
GO:0010499	proteasomal ubiquitin-independent protein catabolic process	biological_process	0.030767039	1	3	ENSAPLT00000001020	ENC1
GO:0015277	kainate selective glutamate receptor activity	molecular_function	0.030767039	1	3	ENSAPLT00000004177	GRIK1
GO:0016080	synaptic vesicle targeting	biological_process	0.030767039	1	3	ENSAPLT00000010518	NLGN1
GO:0016901	"oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor"	molecular_function	0.030767039	1	3	ENSAPLT00000005593	HHIPL1
GO:0030055	cell-substrate junction	cellular_component	0.030767039	1	3	ENSAPLT00000009357	TNS1
GO:0030990	intraciliary transport particle	cellular_component	0.030767039	1	3	ENSAPLT00000010442	DYNC2LI1
GO:0032204	regulation of telomere maintenance	biological_process	0.030767039	1	3	ENSAPLT00000002898	YLPM1
GO:0032651	regulation of interleukin-1 beta production	biological_process	0.030767039	1	3	ENSAPLT00000000811	S1PR3
GO:0035014	phosphatidylinositol 3-kinase regulator activity	molecular_function	0.030767039	1	3	ENSAPLT00000004972	PIK3R1
GO:0035625	epidermal growth factor-activated receptor transactivation by G-protein coupled receptor signaling pathway	biological_process	0.030767039	1	3	ENSAPLT00000002043	ADRA2A
GO:0042589	zymogen granule membrane	cellular_component	0.030767039	1	3	ENSAPLT00000004358	unknow
GO:0043043	peptide biosynthetic process	biological_process	0.030767039	1	3	ENSAPLT00000015651	PCSK5
GO:0043208	glycosphingolipid binding	molecular_function	0.030767039	1	3	ENSAPLT00000003443	LAMC1
GO:0044331	cell-cell adhesion mediated by cadherin	biological_process	0.030767039	1	3	ENSAPLT00000004419	CDH2
GO:0048027	mRNA 5-UTR binding	molecular_function	0.030767039	1	3	ENSAPLT00000013864	IGF2BP3
GO:0050688	regulation of defense response to virus	biological_process	0.030767039	1	3	ENSAPLT00000012446	TRAF3
GO:0051380	norepinephrine binding	molecular_function	0.030767039	1	3	ENSAPLT00000002043	ADRA2A
GO:0055100	adiponectin binding	molecular_function	0.030767039	1	3	ENSAPLT00000002582	CDH13
GO:0060046	regulation of acrosome reaction	biological_process	0.030767039	1	3	ENSAPLT00000016879	B4GALT1
GO:0060379	cardiac muscle cell myoblast differentiation	biological_process	0.030767039	1	3	ENSAPLT00000014626	NRG1
GO:0060999	positive regulation of dendritic spine development	biological_process	0.030767039	1	3	ENSAPLT00000014626	NRG1
GO:0070008	serine-type exopeptidase activity	molecular_function	0.030767039	1	3	ENSAPLT00000015596	PREP
GO:0070044	synaptobrevin 2-SNAP-25-syntaxin-1a complex	cellular_component	0.030767039	1	3	ENSAPLT00000004358	unknow
GO:0070820	tertiary granule	cellular_component	0.030767039	1	3	ENSAPLT00000009446	STX7
GO:0070858	negative regulation of bile acid biosynthetic process	biological_process	0.030767039	1	3	ENSAPLT00000004392	FGF19
GO:0097105	presynaptic membrane assembly	biological_process	0.030767039	1	3	ENSAPLT00000010518	NLGN1
GO:0097118	neuroligin clustering involved in postsynaptic membrane assembly	biological_process	0.030767039	1	3	ENSAPLT00000004419	CDH2
GO:0097120	receptor localization to synapse	biological_process	0.030767039	1	3	ENSAPLT00000010518	NLGN1
GO:0007040	lysosome organization	biological_process	0.03161771	2	27	"ENSAPLT00000008208, ENSAPLT00000006672"	"HEXB, LYST"
GO:0031594	neuromuscular junction	cellular_component	0.03161771	2	27	"ENSAPLT00000004742, ENSAPLT00000014626"	"UTRN, NRG1"
GO:0060291	long-term synaptic potentiation	biological_process	0.03161771	2	27	"ENSAPLT00000004834, ENSAPLT00000004358"	"SLC24A2, unknow"
GO:0005200	structural constituent of cytoskeleton	molecular_function	0.034798425	3	69	"ENSAPLT00000004750, ENSAPLT00000004742, ENSAPLT00000002041"	"UTRN, UTRN, unknow"
GO:0005901	caveola	cellular_component	0.038404698	2	30	"ENSAPLT00000002582, ENSAPLT00000013331"	"CDH13, PTCH1"
GO:0016485	protein processing	biological_process	0.038404698	2	30	"ENSAPLT00000015651, ENSAPLT00000013331"	"PCSK5, PTCH1"
GO:0030141	secretory granule	cellular_component	0.038404698	2	30	"ENSAPLT00000015651, ENSAPLT00000004358"	"PCSK5, unknow"
GO:0000738	"DNA catabolic process, exonucleolytic"	biological_process	0.040812189	1	4	ENSAPLT00000016305	APTX
GO:0002322	B cell proliferation involved in immune response	biological_process	0.040812189	1	4	ENSAPLT00000004838	CD180
GO:0003161	cardiac conduction system development	biological_process	0.040812189	1	4	ENSAPLT00000014626	NRG1
GO:0004488	methylenetetrahydrofolate dehydrogenase (NADP+) activity	molecular_function	0.040812189	1	4	ENSAPLT00000010984	MTHFD1L
GO:0005537	mannose binding	molecular_function	0.040812189	1	4	ENSAPLT00000003157	M6PR
GO:0005942	phosphatidylinositol 3-kinase complex	cellular_component	0.040812189	1	4	ENSAPLT00000004972	PIK3R1
GO:0006002	fructose 6-phosphate metabolic process	biological_process	0.040812189	1	4	ENSAPLT00000013324	PFKP
GO:0006112	energy reserve metabolic process	biological_process	0.040812189	1	4	ENSAPLT00000011999	MRAP2
GO:0006266	DNA ligation	biological_process	0.040812189	1	4	ENSAPLT00000016305	APTX
GO:0006707	cholesterol catabolic process	biological_process	0.040812189	1	4	ENSAPLT00000004984	CYP46A1
GO:0006857	oligopeptide transport	biological_process	0.040812189	1	4	ENSAPLT00000012261	SLC15A4
GO:0007044	cell-substrate junction assembly	biological_process	0.040812189	1	4	ENSAPLT00000009357	TNS1
GO:0008066	glutamate receptor activity	molecular_function	0.040812189	1	4	ENSAPLT00000014497	GRM8
GO:0009313	oligosaccharide catabolic process	biological_process	0.040812189	1	4	ENSAPLT00000008208	HEXB
GO:0009396	folic acid-containing compound biosynthetic process	biological_process	0.040812189	1	4	ENSAPLT00000010984	MTHFD1L
GO:0010760	negative regulation of macrophage chemotaxis	biological_process	0.040812189	1	4	ENSAPLT00000007995	CYP19A1
GO:0015278	calcium-release channel activity	molecular_function	0.040812189	1	4	ENSAPLT00000015781	ITPR2
GO:0016236	macroautophagy	biological_process	0.040812189	1	4	ENSAPLT00000013313	PIK3C3
GO:0017040	ceramidase activity	molecular_function	0.040812189	1	4	ENSAPLT00000005027	ACER2
GO:0019222	regulation of metabolic process	biological_process	0.040812189	1	4	ENSAPLT00000001486	MC4R
GO:0030130	clathrin coat of trans-Golgi network vesicle	cellular_component	0.040812189	1	4	ENSAPLT00000005726	CLTA
GO:0030203	glycosaminoglycan metabolic process	biological_process	0.040812189	1	4	ENSAPLT00000008208	HEXB
GO:0030595	leukocyte chemotaxis	biological_process	0.040812189	1	4	ENSAPLT00000006672	LYST
GO:0030835	negative regulation of actin filament depolymerization	biological_process	0.040812189	1	4	ENSAPLT00000010589	PLEKHH2
GO:0032050	clathrin heavy chain binding	molecular_function	0.040812189	1	4	ENSAPLT00000005726	CLTA
GO:0033629	negative regulation of cell adhesion mediated by integrin	biological_process	0.040812189	1	4	ENSAPLT00000005027	ACER2
GO:0035032	"phosphatidylinositol 3-kinase complex, class III"	cellular_component	0.040812189	1	4	ENSAPLT00000013313	PIK3C3
GO:0038127	ERBB signaling pathway	biological_process	0.040812189	1	4	ENSAPLT00000014626	NRG1
GO:0045213	neurotransmitter receptor metabolic process	biological_process	0.040812189	1	4	ENSAPLT00000014626	NRG1
GO:0045741	positive regulation of epidermal growth factor-activated receptor activity	biological_process	0.040812189	1	4	ENSAPLT00000002043	ADRA2A
GO:0047134	protein-disulfide reductase activity	molecular_function	0.040812189	1	4	ENSAPLT00000016981	DGKQ
